kriol,english
"wal sol bin dai, dumaji imbin gibit bekboun langa yawei. im nomo bin duwit langa yawei. imbin lukabat blanga drimin sheip en spirit blanga dedbala pipul blanga shoum im wanim blanga dum,","So Saul died for his trespass which he committed against Yahweh, because of Yahweh's word, which he didn't keep, and also because he asked counsel of one who had a familiar spirit, to inquire,"
"en nobodi bin jidan friwan langa det kantri na. ola pipul bin jidan jis laiga prisana, en deibin oldei dumbat ola adwek blanga det king.","As for the people, he moved them to the cities from one end of the border of Egypt even to the other end of it."
"nomo larram enibodi garra meigim beibi, en nomo larram enibodi jinginat gudbinjiwei langa det seimwan nait.","Behold, let that night be barren. Let no joyful voice come therein."
"dei garra gibit theingks langa yawei dumaji im kipgon laigim olabat olagijawan, en blanga ola gudwan ting weya imbin oldei dum blanga olabat.","Let them praise Yahweh for his loving kindness, for his wonderful deeds to the children of men!"
"ataseksis det king bin raidimdan dijan leda blanga ensim olabat, ""langa reiyam det gabman bos, en shimshai det wekinmen hubin oldei raidimdan ola leda en ola enijing blanga im langa det kantri, en ola najalot bos hu jidan langa det kantri gulum sameriya en sangodansaid langa det yufreitis riba. mi tok yumob garra jidan gudbalawei.","Then the king sent an answer to Rehum the chancellor, and to Shimshai the scribe, and to the rest of their companions who live in Samaria, and in the rest of the country beyond the River: Peace."
"en if yu garra gowei, wal yawei garra meiksho yunmi kipum det pramis olagija."" lagijat na jonathan bin tok.","Concerning the matter which you and I have spoken of, behold, Yahweh is between you and me forever."""
yawei det trubala god nomo laigim pipul hu oldei trikimbat najalot pipul garram laiyawan skeil.,"Differing weights and differing measures, both of them alike are an abomination to Yahweh."
"yawei, yu enami olabat tok nogudwei langa yu king weya yubin pikimat. ebriweya im go dei tok nogudwei blanga im.","With which your enemies have mocked, Yahweh, with which they have mocked the footsteps of your anointed one."
bat yu garra bulurrum det wei blanga ola sabibala pipul en jidan gudwei.,"Therefore walk in the way of good men, and keep the paths of the righteous."
"wal yawei bin sterrimap detlot king brom midiya, dumaji imbin wandim binijimap bebalon. detlot king garra jandim ola solja blanga fait langa bebalon dumaji det bebalon pipul bin dum nogudbala ting langa det serramoni pleis. detlot boswan solja tok langa ola solja weya olabat gitredi blanga fait. dei tok, ""yumob shapinim yumob erro en gitredi garram yumob shild.","""Make the arrows sharp! Hold the shields firmly! Yahweh has stirred up the spirit of the kings of the Medes, because his purpose is against Babylon, to destroy it; for it is the vengeance of Yahweh, the vengeance of his temple."
"meigim mi duwit langa detlot lowa blanga yu olataim, dumaji dei meigim mi brabli gudbinji.","Direct me in the path of your commandments, for I delight in them."
"wal insaid langa det bekwan wol blanga det serramoni pleis deibin bildimap wanbala rum, en deibin pudum det seikridwan boks blanga yawei deya na.","He prepared an inner sanctuary in the middle of the house within, to set the ark of Yahweh's covenant there."
"detlot wikitwan pipul dei oldei trai meigimbat trabul blanga ola gudbala pipul, bat det trabul im garra gobek langa olabat selp.","The wicked is a ransom for the righteous, the treacherous for the upright."
"wal ebribodi bin dagat na, en deibin ol sedisfaid, en afta detlot wekinmen bin bilimap 12 baskit garram ola leftobawan daga en fish.",They all ate and were filled. They took up twelve baskets full of that which remained left over from the broken pieces.
"""wal ai nomo wandim yumob blanga preisimbat mi,",I don't receive glory from men.
"brom deya det men bin meshurum det serramoni pleis, en imbin 50 mita longwei. imbin meshurum brom det bekwei wol langa det serramoni pleis kroswei langa opinwan pleis langa sangodansaid, en imbin 50 mita.","So he measured the temple, one hundred cubits long; and the separate place, and the building, with its walls, one hundred cubits long;"
"imbin tok, ""yumob irrim mi na. wantaim wan fama bin go en plentimbat sid.","He spoke to them many things in parables, saying, ""Behold, a farmer went out to sow."
"en deibin faitfait ol dei, en deibin kilim ola pipul langa det taun ded, en deibin rudimat ola haus, en deibin tjakam solt ebriweya langa det graun blanga meigim det graun nogud.",Abimelech fought against the city all that day; and he took the city and killed the people in it. He beat down the city and sowed it with salt.
"""wal yawei im brabli wail langa im enami olabat, en ebribodi garra irrim im bois, en im garra larram olabat luk im redibala blanga fait, en wen im wail, faiya garra barnbarn deya, en thanda garra basbasbat en ola heilston en rein garra buldanbuldan.","Yahweh will cause his glorious voice to be heard, and will show the descent of his arm, with the indignation of his anger and the flame of a devouring fire, with a blast, storm, and hailstones."
"wal wen king henun bin irrim olabat tok lagijat, imbin gajim detlot mesinja blanga king deibid, en imbin kadimof olabat wiska, en imbin kadimof haf olabat klos du, en afta imbin jandimwei olabat.","So Hanun took David's servants, shaved them, and cut off their garments in the middle at their buttocks, and sent them away."
"en king josaiya bin dalim hilkaiya det serramonimen en ahikam det san blanga shafan en ekbowa det san blanga maikaiya en langa shafan det men hu oldei raidimdan ebrijing, en esaiya hubin oldei wek blanga det king.","The king commanded Hilkiah the priest, Ahikam the son of Shaphan, Achbor the son of Micaiah, Shaphan the scribe, and Asaiah the king's servant, saying,"
"wal job bin kipgon tok, ""if yumob wandim sabi enijing yumob garra askim detlot wailwan enimul en ola bard, en ola fish en purdiflawa.","""But ask the animals now, and they will teach you; the birds of the sky, and they will tell you."
"yumob garra gibit mowa ebrijing langa det barnapwan ofring blanga det feswan dei langa ebri manth garram det sid daga ofring. en ebridei yumob garra gibit det barnapwan ofring yumob garra gibit det sid daga en wain ofring. wal det smel blanga detlot ofring garra meigim yawei brabli gudbinji."" lagijat na mosis bin tok.","in addition to the burnt offering of the new moon with its meal offering, and the continual burnt offering with its meal offering, and their drink offerings, according to their ordinance, for a pleasant aroma, an offering made by fire to Yahweh."
"blanga det klen blanga neftali mosis bin tok, ""yawei im brabli gudwan langa yumob, en im garra gibitbat yumob brabli gudwan ebrijing. det kantri blanga yumob go sauthwei brom det leik gelali.""","About Naphtali he said, ""Naphtali, satisfied with favor, full of Yahweh's blessing, Possess the west and the south."""
"en yumob garra oldei abumbat det serramoni langa det namba 7 dei en detlot najalot serramoni weya yumob oldei gibit ofring langa mi, en det ofring weya yumob meigim brabli trubalawan pramis langa mi, en det ofring yumob oldei gibit langa mi laiga presen.","in addition to the Sabbaths of Yahweh, and in addition to your gifts, and in addition to all your vows, and in addition to all your free will offerings, which you give to Yahweh."
"wal wen wi dagat det daga weya god bin gibit langa wi, wal wi garra gibit im theingks, dumaji ebrijing wanim god bin meigim im brabli gudwan. en wi kaan rabishim enijing weya imbin meigim. wi garra gibit im theingks blanga ebrijing weya imbin meigim en gibit langa wi,","For every creature of God is good, and nothing is to be rejected if it is received with thanksgiving."
"wal blanga tharran na ai dalim yumob nomo blanga nogudbinji weya mi abum dijan adtaim blanga yumob iya langa dijan jeil. nomeda mi iya langa dijan jeil, bat stil yumob garra gudbinji, dumaji det gudnyus bin kaman langa yumob na.","Therefore I ask that you may not lose heart at my troubles for you, which are your glory."
"ola pipul en olabat lidamob bin meigim det pramis blanga larramgo fri detlot isreil wekinmen en wekingel hubin jidan laiga prisana, en olabat kaan meigim olabat prisana igin. deibin larramgo olabat fri na.","All the princes and all the people obeyed who had entered into the covenant, that everyone should let his male servant and everyone his female servant go free, that no one should make bondservants of them any more. They obeyed and let them go,"
"jis laik wen sambodi opinim en jadimap ai kwikbala, en lagijat du melabat laif binij kwikbala wen yu gitwail.",For all our days have passed away in your wrath. We bring our years to an end as a sigh.
en brom deya na langa det jampap langa det hil gulum heimath. im garra kipgon langa sedad,From Mount Hor you shall mark out to the entrance of Hamath; and the border shall pass by Zedad.
"olabat jinginat adbala, wulijim detlot laiyan weya dei oldei gajimbat enimul en dregimwei olabat weya nobodi kaan album olabat na.","Their roaring will be like a lioness. They will roar like young lions. Yes, they shall roar, and seize their prey and carry it off, and there will be no one to deliver."
"wal mosis bin kipgon tok, ""wal eni men deibin kadim laiga boiwan buligi, o imbin lujim im boiwan pat, wal im kaan jidan garram detlot pipul blanga yawei det trubala god.",He who is emasculated by crushing or cutting shall not enter into Yahweh's assembly.
"lagijat na jisas bin dum, dumaji imbin wandi meigim wi fri wulijim wi kaan bradin blanga dai.",and might deliver all of them who through fear of death were all their lifetime subject to bondage.
"bat wen imbin irrim hu blanga modakai pipul olabat, im nomo bin wandim kilim oni det wanbala men. imbin jinggabat imselp, ""wanim ai garra dum blanga binijimap ola juwish pipul langa ebri kantri weya seksis jidan king?"" imbin lagijat.","But he scorned the thought of laying hands on Mordecai alone, for they had made known to him Mordecai's people. Therefore Haman sought to destroy all the Jews who were throughout the whole kingdom of Ahasuerus, even Mordecai's people."
"en det sid kaan meigim enikain bushis kamat. ola difrinkain sid meigim difrinkain bushis kamat, dumaji god bin gibit ola difrinkain sid langa ola difrinkain bushis jis laik hau imbin wandim.","But God gives it a body even as it pleased him, and to each seed a body of its own."
"en wen king deibid bin irrim olabat bin deya, wanmo imbin askim yawei if im garra go en fait langa detlot filastain solja. en yawei bin tok, ""yuwai. bat yu kaan go en fait langa olabat brom iya. yu garra goran biyainwei en meigim miselp redi blanga fait langa olabat gulijap langa detlot tri gulum balsamtri,","When David inquired of Yahweh, he said, ""You shall not go up. Circle around behind them, and attack them in front of the mulberry trees."
"sif, telam, biyaloth,","Ziph, Telem, Bealoth,"
"im garra jidan nesarait olataim en im nomo lau dagat enijing brom det greip fam, nomeda if im sid, o skin, o frut daga.","All the days of his separation he shall eat nothing that is made of the grapevine, from the seeds even to the skins."
"en yumob garra jinggabat bambai im garra gibit im pipul olabat ol detlot gudbala ting weya im garram blanga olabat. im na det brabliwan bos, en yumob wek blanga im na,",knowing that from the Lord you will receive the reward of the inheritance; for you serve the Lord Christ.
"bambai na ola daga bin ranat ebriweya langa det kantri en langa det najawan kantri gulum keinan weya josef femili olabat bin jidan, en ebribodi bin jidan hanggriwan, en detlot grengrenfatha blanga wi nomo bin faindim eni daga.","Now a famine came over all the land of Egypt and Canaan, and great affliction. Our fathers found no food."
wal langa ebri kantri ai garra jandim detlot bebalon solja en olabat brabli jigibala en krulbala du. ol detlot solja garra wok strongbalawei thru langa ola kantri en dei garra fait en teikoba ola kantri blanga najalot pipul.,"For, behold, I am raising up the Chaldeans, that bitter and hasty nation who march through the width of the earth, to possess dwelling places that are not theirs."
"en wen jisas bin irrim deibin wandi kilim im ded, imbin gowei brom det pleis, en loda pipul bin bulurrum im, en imbin meigim ol detlot sikbala pipul gudbala,","Jesus, perceiving that, withdrew from there. Great multitudes followed him; and he healed them all,"
"en afta yawei bin dalim gidiyan, ""ai garra seibum yumob en meigim yu bidim detlot midiyan pipul garram detlot 300 solja hubin dringgim woda brom olabat bingga. wal yu dalim detlot najalot solja blanga gobek langa olabat ronwan kemp.""","Yahweh said to Gideon, ""I will save you by the three hundred men who lapped, and deliver the Midianites into your hand. Let all the other people go, each to his own place."""
"eni lilwan femili garra jidan brabli bigwan femili en klen en traib. wen det rait taim garra kaman bambai, ai garra meigim dijan hepin kwikbala."" lagijat na yawei bin tok.","The little one will become a thousand, and the small one a strong nation. I, Yahweh, will do this quickly in its time."""
"wal wen king deibid bin luk ol detlot men garram detlot enijing, imbin sabi trubala yawei na bin meigim im jidan king blanga ola isreil pipul, en imbin sabi yawei bin meigim im haibala blanga albumbat im pipul olabat.","David perceived that Yahweh had established him king over Israel, and that he had exalted his kingdom for his people Israel's sake."
"en sambala serramonimen gulum ferasi en sambala lowamen bin deya du, en detlot serramonimen en lowamen bin wandi faindim folt langa jisas, en deibin lukinat langa im brabliwei blanga luk if im garra meigim det men garram det kripulwan bingga gudbala langa det sebathdei.","The scribes and the Pharisees watched him, to see whether he would heal on the Sabbath, that they might find an accusation against him."
"wal jon bin tok langa jisas na, ""titja, melabat bin luk wan men bin oldei andimwei dibuldibul, en imbin yusumbat yu neim. wal melabat bin dalim im blanga stap, dumaji im nomo wekinmen blanga yu seimwei laik melabat.""","John said to him, ""Teacher, we saw someone who doesn't follow us casting out demons in your name; and we forbade him, because he doesn't follow us."""
"dei garra gibit theingks langa yawei dumaji im laigimbat olabat olagijawan, en blanga ola gudwan ting weya imbin oldei dum blanga olabat.","Let them praise Yahweh for his loving kindness, for his wonderful deeds to the children of men!"
"wal dijan wed weya melabat dalimbat yumob im tok blanga det holi spirit blanga jisas krais det bos blanga wi. en wen det holi spirit jidan langa enibodi, im meigim im jidan fri.","Now the Lord is the Spirit; and where the Spirit of the Lord is, there is liberty."
"en seimtaim wen jisas bin dai, det bigwan ketin insaid langa det seikridwan rum deya langa det serramoni pleis bin breik brom top raitdan langa bodam.",The veil of the temple was torn in two from the top to the bottom.
"wal ol detlot solja brom det benjamin klen bin majurrumap miselp langa ebna deya ontop langa det hil, en deibin meigim miselp redi blanga fait langa jowab en im solja olabat deya gin.","The children of Benjamin gathered themselves together after Abner and became one band, and stood on the top of a hill."
"mi en ol main fren en ol main wekinmen nomo bin deigimat ola klos blanga melabat naitaim, en melabat bin garrimap naif en spiya ebriweya wibin go.","So neither I, nor my brothers, nor my servants, nor the men of the guard who followed me took off our clothes. Everyone took his weapon to the water."
"dumaji mi na yawei det trubala god blanga yumob. aibin bringimap yumob brom ijip blanga jidan yumob bos. dumaji mi na yawei det trubala god blanga yumob."" lagijat na yawei bin tok.","I am Yahweh your God, who brought you out of the land of Egypt, to be your God: I am Yahweh your God."""
"wal yawei bin tok, ""jeramaiya, yu go en dalim main mesij langa ol detlot pipul langa det geit gulum pipul geit. im det geit weya detlot king blanga juda oldei gowin en gowei brom det taun. afta tharran yu garra go langa ol detlot najalot geit blanga jerusalem.","Yahweh said this to me: ""Go and stand in the gate of the children of the people, through which the kings of Judah come in and by which they go out, and in all the gates of Jerusalem."
"wal yawei bin tok langa eibram igin, ""wal mi na yawei, en mi na bin deigimat yu brom det taun gulum yura deya langa det kantri gulum bebalon. aibin deigimat yu blanga gibit yu dijan kantri na blanga yu ronselp.""","He said to Abram, ""I am Yahweh who brought you out of Ur of the Chaldees, to give you this land to inherit it."""
"if yu toktokbat oldei, wal yu garra faindim miselp dumbat nogudbala ting. if yu garram gudbala main, wal yu garra jidan kwaitbala.","In the multitude of words there is no lack of disobedience, but he who restrains his lips does wisely."
esta bin jandim det leda langa ola juwish pipul langa detlot 127 kantri blanga king seksis blanga meigim olabat jidan gudbalawei.,"He sent letters to all the Jews in the hundred twenty-seven provinces of the kingdom of Ahasuerus with words of peace and truth,"
"""wal wen det king garra jandim wed langa yumob, im garra askim yumob wotkain wek yumob oldei dumbat,","It will happen, when Pharaoh summons you, and will say, 'What is your occupation?'"
"wal king sol bin gitwail langa jonathan brabliwei, en imbin tok, ""yu tufeis langa mi! wal ai sabi na yu laigim deibid en yu nomo laigim mi. wal yubin meigim yu mami sheim, en yubin meigim rong blanga yu ronselp du.","Then Saul's anger burned against Jonathan, and he said to him, ""You son of a perverse rebellious woman, don't I know that you have chosen the son of Jesse to your own shame, and to the shame of your mother's nakedness?"
"""wal wen detlot enimul bin stil bridabat, aibin abum drim, en langa det drim aibin luk oni detlot straipiwan en spadidwan nenigout bin bridabat.","During mating season, I lifted up my eyes, and saw in a dream, and behold, the male goats which leaped on the flock were streaked, speckled, and grizzled."
"en afta wen det padi garra binij, ai garra kaman deya garram main bo en erro, en ai garra shudum thribala erro wansaid langa detlot ston,","I will shoot three arrows on its side, as though I shot at a mark."
"en bambai yumob garra luk yawei kaminap. yumob garra luk im pawa en im brabli shainiwan lait. yawei na bin pramisim dijan.""","Yahweh's glory shall be revealed, and all flesh shall see it together; for the mouth of Yahweh has spoken it."""
"imbin meigim dijan brabli strongwan pramis garram ebribodi hu jandap lida langa im iya tudei, en langa ol detlot biginini olabat hu nomo bin bon.","but with those who stand here with us today before Yahweh our God, and also with those who are not here with us today."
"wal pida bin gowei brom det pleis na, en imbin kraikrai nomo lilbit.","He went out, and wept bitterly."
ai garra jidan brabli gudbinji en preisim yu dumaji yu garram olagijawan filing blanga laigimbat mi. yu sabi main pein en ol main trabul.,"I will be glad and rejoice in your loving kindness, for you have seen my affliction. You have known my soul in adversities."
"en yumob lafta larram det holi spirit meigim yumob hat en main nyubala,","and that you be renewed in the spirit of your mind,"
"en det men bin tok, ""wal det neim blanga yu im nomo jidan jeikob na. yubin kipgon fait langa god en langa ola pipul olabat, en yubin win. en blanga tharran na god garra gibit yu najawan neim na. dei garra gulum yu neim isreil, dumaji det neim im tok kipgon fait langa god.""","He said, ""Your name will no longer be called Jacob, but Israel; for you have fought with God and with men, and have prevailed."""
"langa main laif aibin luk loda gudwan ting ai nomo bin sabi. aibin luk wan gudbala men bin oldei dumbat gudbala ting en imbin dai yangbala, en najawan men imbin oldei dumbat nogudbala ting en imbin jidan brabli olmen. wal ai nomo sabi wotfo im lagijat.","All this I have seen in my days of vanity: there is a righteous man who perishes in his righteousness, and there is a wicked man who lives long in his evildoing."
"god, yu shoum yu haibala pawa deya ontop langa skai, en yu larram pipul luk yu brabli shainiwan lait ebriweya langa dijan wel. yu shoum pipul ebriweya yu brabli haibalawan!","Be exalted, God, above the heavens. Let your glory be over all the earth."
"yumob pipul blanga god, yumob wok raidaran langa jerusalem en kaundimap ola haiwan haus.","Walk about Zion, and go around her. Number its towers."
"wal imbin silipsilipbat garram ol detlot solja brom asiriya, en det filing blanga im bin brabli strongbala, en imbin weshipbat detlot drimin sheip brom asiriya du.","She gave herself as a prostitute to them, all of them the choicest men of Assyria. She defiled herself with the idols of whomever she lusted after."
"yumob sabi imbin oldei go lida blanga faindim gudwan pleis blanga yumob blanga meigim kemp. im na bin shoum yumob wujei blanga go. naitaim imbin jandim bigwan faiya blanga go lida langa yumob en deitaim imbin jandim longwan klaud.""","who went before you on the way, to seek out a place for you to pitch your tents in: in fire by night, to show you by what way you should go, and in the cloud by day."
"en streidawei lesaras bin gidap, en imbin kamat taidap garram detlot bendij brom fut raidap langa hed. en jisas bin dalim detlot pipul deya blanga deigimat detlot bendij en larramgo im.","He who was dead came out, bound hand and foot with wrappings, and his face was wrapped around with a cloth. Jesus said to them, ""Free him, and let him go."""
"wal ilaisha bin tok langa det king brom isreil, ""wotfo ai garra album yu? yu gin go deya langa detlot speshalwan mesinja blanga yu mami en dedi."" king joram bin tok, ""nomo. yawei na bin bringimap melabat iya wulijim ola moweb traib garra bidim wi.""","Elisha said to the king of Israel, ""What have I to do with you? Go to the prophets of your father, and to the prophets of your mother."" The king of Israel said to him, ""No, for Yahweh has called these three kings together to deliver them into the hand of Moab."""
wal ola femili brom juda klen bin gedim loda taun wen deibin gedim olabat kantri.,This is the inheritance of the tribe of the children of Judah according to their families.
"wal ol yumob kristjan pipul garra kipgon laigim gija,",Let brotherly love continue.
"wal wen det king blanga det taun bin luk ol detlot isreil solja deya langa nowathsaid, im nomo bin weistimbat taim. streidawei imbin majurrumap ola solja blanga im, en deibin go sanraiswei langa det jodan beli blanga fait langa detlot isreil solja langa det seim pleis weya deibin bidim olabat basdam. bat dei nomo bin sabi sambala isreil solja bin blandim miselp biyainwei.","When the king of Ai saw it, they hurried and rose up early, and the men of the city went out against Israel to battle, he and all his people, at the time appointed, before the Arabah; but he didn't know that there was an ambush against him behind the city."
"""wal yu go na en majurrumap ola boswan blanga detlot isreil pipul, en yu dalim olabat mi na yawei det god blanga olabat grengrenfathamob, eibrahem en aisik en jeikob, en yu dalim olabat aibin shoum miselp langa yu. yu dalim olabat aibin luk wanim detlot ijip pipul oldei dumbat langa olabat,","Go and gather the elders of Israel together, and tell them, 'Yahweh, the God of your fathers, the God of Abraham, of Isaac, and of Jacob, has appeared to me, saying, ""I have surely visited you, and seen that which is done to you in Egypt."
"en wandei wen imbin weshipbat det drimin blanga im gulum nisrak deya langa det serramoni pleis blanga im, edramelek en sharesa im san dubala bin kilim im ded garram dubala bigwan shapwan naif, en brom deya dubala bin ranawei langa det kantri gulum eraret. en esaradan det najawan san blanga im bin jidan det nyuwan king.","As he was worshiping in the house of Nisroch his god, Adrammelech and Sharezer struck him with the sword; and they escaped into the land of Ararat. Esar Haddon his son reigned in his place."
"enibodi hu laigim jidanbat garram ola sabibala pipul garra jidan sabibala du, bat if enibodi jidan fren garram detlot silibala pipul, wal im garra abum trabul.","One who walks with wise men grows wise, but a companion of fools suffers harm."
"wal mosis bin kipgon tok, ""wal yumob jinggabat na. if sambodi abum san en im nomo teiknodis en im nomo duwit langa im mami en dedi, nomeda dei panishimbat im,","If a man has a stubborn and rebellious son who will not obey the voice of his father or the voice of his mother, and though they chasten him, will not listen to them,"
"langa det taim det men hubin det boswan haibala serramonimen neim kaiyafas bin deya du, en imbin dalim detlot najalot serramonimen en kaunsala, ""yumob brabli granggibala.","But a certain one of them, Caiaphas, being high priest that year, said to them, ""You know nothing at all,"
"wal detlot pipul bin gibit langa jeikob ol detlot drimin sheip weya deibin abum, en deibin gibit langa im ol detlot ring brom olabat irriwol du, en imbin digim hol andanith langa wanbala tri dei gulum ouktri deya gulijap langa det taun, en deya na imbin gaburrumap ol detlot drimin sheip en ol detlot ring.","They gave to Jacob all the foreign gods which were in their hands, and the rings which were in their ears; and Jacob hid them under the oak which was by Shechem."
en imbin meigim bigiswan stom blanga blowimwei langa mi.,"You lift me up to the wind, and drive me with it. You dissolve me in the storm."
"en detlot nogudbala pipul bin oldei mokimbat sambala bilibamob en beldimbat olabat garram wip. en deibin oldei taiyimapbat sambala bilibamob garram tjein en tjakam olabat langa jeil,","Others were tried by mocking and scourging, yes, moreover by bonds and imprisonment."
"gibit langa yawei, yu god wanim yubin pramisim im. bringimap ola presen langa im, ol yumob pipul hu jidan langa ola gulijapwan kantri. yawei meigim ola pipul bradin en jidan garram rispek langa im brabliwei.","Make vows to Yahweh your God, and fulfill them! Let all of his neighbors bring presents to him who is to be feared."
"yu gin trastim det fren hu dalimbat yu streidat wen yu dum rong ting, bat yu garra wotjim miselp wen eni enami dum kainbala ting langa yu.","The wounds of a friend are faithful, although the kisses of an enemy are profuse."
bat dei nomo bin barnimap ol detlot taun weya bin jidan ontop langa lilwan hil. oni det wanbala taun gulum heisowa deibin barnimap.,"But as for the cities that stood on their mounds, Israel burned none of them, except Hazor only. Joshua burned that."
"dislot wed aibin lenimbat yumob. dei nomo rabishwan wed. dei blanga yumob laif. wal yumob garra oldei teiknodis en duwit wulijim yumob gin jidan longtaim langa det kantri najasaid langa det jodan riba, weya yumob garra teikoba."" lagijat na mosis bin tok.","For it is no vain thing for you, because it is your life, and through this thing you shall prolong your days in the land, where you go over the Jordan to possess it."""
"afta na detlot wekinmen bin meigim wanbala ketin garram det gudwan matiriyal weya deibin meigim garram bluwan, pepulwan en redwan wul, en deibin pudum loda sheip garram wing langa det ketin.","He made the veil of blue, purple, scarlet, and fine twined linen, with cherubim. He made it the work of a skillful workman."
"melabat bin dum brabli nogudbala ting wen melabat nomo bin duwit wanim yubin tok. melabat nomo bin duwit langa detlot lowa weya yubin gibit melabat thru langa mosis, det wekinmen blanga yu.","We have dealt very corruptly against you, and have not kept the commandments, nor the statutes, nor the ordinances, which you commanded your servant Moses."
"wal ol detlot pipul bin midap blanga dum wanim yubin wandim. nobodi kaan dum enijing miselp, dumaji yu na garram ola pawa, en longtaim yu na bin meigim yu ron plen.",to do whatever your hand and your counsel foreordained to happen.
yumob en ola biginini blanga yumob en ola biginini blanga olabat garra bulurrum dijan lowa en abum dijan serramoni ebriyiya.,You shall observe this thing for an ordinance to you and to your sons forever.
"en yumob oldei tok, 'if enibodi meigim pramis, en im yusum det neim blanga det teibul blanga ofring deya langa serramoni pleis blanga bekimap det wed blanga im, wal im gin oldei breigim det pramis. bat if im yusum det neim blanga detlot ofring weya deibin pudum langa det teibul, wal im kaan breigim det pramis.' lagijat na yumob oldei tok.","And, 'Whoever swears by the altar, it is nothing; but whoever swears by the gift that is on it, he is obligated.'"
"wal det seimwan ting garra hepin langa ebribodi, langa detlot pipul hu bulurrum det gudbalawei, en langa detlot pipul hu bulurrum det nogudbalawei, en langa detlot pipul hu jidan raitwei langa god, en langa detlot pipul hu nomo jidan raitwei langa god, en langa detlot pipul hu weshipbat god, en langa detlot pipul hu nomo weshipbat god, en langa detlot pipul hu oldei meigim sekrifais langa god, en langa detlot pipul hu nomo meigim sekrifais langa god, en langa detlot pipul hu dum gudbala ting, en langa detlot pipul hu dum nogudbala ting, en langa detlot pipul hu meigim det brabli strongbala pramis langa god, en langa detlot pipul hu nomo wandi meigim brabli strongbala pramis langa god. holot garra binijap.","All things come alike to all. There is one event to the righteous and to the wicked; to the good, to the clean, to the unclean, to him who sacrifices, and to him who doesn't sacrifice. As is the good, so is the sinner; he who takes an oath, as he who fears an oath."
"en wen det namba 7 dei garra gopas im garra gobek en luk im igin. if det moldiwan ting bin spredat mowa,","The priest shall come again on the seventh day, and look. If the plague has spread in the walls of the house,"
"wal afta na det king bin meigim denyul brabli haibala, en imbin gibit im ola speshalwan ebrijing en imbin meigim denyul jidan bos langa det kantri bebalon en ola taun deya. en imbin jidan bos langa detlot klebabala en doktabala en boswan wekinmen blanga det king.","Then the king made Daniel great and gave him many great gifts, and made him rule over the whole province of Babylon and to be chief governor over all the wise men of Babylon."
"brom deya ilaija bin tok langa ol detlot pipul na, ""wal yumob kaman gulijap langa mi na."" en deibin ol majurrumap miselp deya langa ilaija. imbin stat bildimbek det olwan teibul blanga ofring blanga yawei weya bin leidan eniweya langa graun.","Elijah said to all the people, ""Come near to me!""; and all the people came near to him. He repaired Yahweh's altar that had been thrown down."
"blanga im lowa im jidan rait olawei. ol detlot pipul hu teiknodis langa det lowa, im meigim olabat jidan gudbinji. det lowa blanga yawei nomo garram enijing rong. im meigim wi sabi im wei brabliwei.","Yahweh's precepts are right, rejoicing the heart. Yahweh's commandment is pure, enlightening the eyes."
"blanga kipumwei wi brom det greibyad, en blanga larram wi jidan laibala olagijawan.","that he should live on forever, that he should not see corruption."
"yu garra deigim mi na, en yunmi garra ranawei. yu garra jidan main king, en yu garra abum mi langa yu kemp. yunmi garra jidan hepiwan na, en yunmi garra abumbat gudbala taim mijamet. dumaji ai sabi ol detlot najalot gel oldei wandimbat yu du.",Take me away with you. Let's hurry. The king has brought me into his rooms. Friends We will be glad and rejoice in you. We will praise your love more than wine! Beloved They are right to love you.
yumob deigimat det heinggitjif brom yumob feis en stat grandimap det sid daga. yumob deigimat yumob purdiwan klos en krosim detlot riba na.,"Take the millstones and grind flour. Remove your veil, lift up your skirt, uncover your legs, and wade through the rivers."
"nomeda wujei dei garra trai blandim miselp. dei gin godan raitdan langa det brabli dakbala pleis weya ola dedbala pipul jidan, bat stil ai garra deigimat olabat brom deya. nomeda if dei gowap raidap langa hebin ai garra stil bringimdan olabat.","Though they dig into Sheol, there my hand will take them; and though they climb up to heaven, there I will bring them down."
"wal langa det namba 4 dei dubala bin gidap ailibala en meigim miselp redibala blanga gobek langa det libai men kemp. bat det gel dedi bin dalim det libai men, ""yunbala jidan en dagat daga basdam blanga meigim miselp strongbala, en afta yunbala gin go.""","On the fourth day, they got up early in the morning, and he rose up to depart. The young lady's father said to his son-in-law, ""Strengthen your heart with a morsel of bread, and afterward you shall go your way."""
"en deibin gedim det taun neim ekran garram ola lilwan taun weya jidan raidaran langa det taun,","Ekron, with its towns and its villages;"
yu sabi melabat bin bringimbek det mani brom melabat kantri weya melabat bin faindim insaid langa ola beig bifo. wotfo yu reken melabat bin stilim det mani en gol en silba brom det haus blanga yu bos? melabat nomo bin dum!,"Behold, the money, which we found in our sacks' mouths, we brought again to you out of the land of Canaan. How then should we steal silver or gold out of your lord's house?"
"detmatj grashopa bin kaman, en deibin jidan ebriweya langa det kantri, en deibin jadimap det graun, en deibin dagat ebrijing. deibin binijimap ola gras en ola bushis en ola daga langa ola tri du. holot deibin binijimap ebriweya langa det kantri. nobodi bin luk detmatj grashopa bifo, en nobodi kaan luk detmatj afta igin.","The locusts went up over all the land of Egypt, and rested in all the borders of Egypt. They were very grievous. Before them there were no such locusts as they, nor will there ever be again."
"blanga yu pawa kaan seibum yu, en ol yu ritjwan ting kaan seibum yu du.","Would your wealth sustain you in distress, or all the might of your strength?"
